"Object","Catalogue","Type","RA","Dec","Const","Mag","Subr","Size_max","Size_min","Common","Other"
"NGC 5066","NGC","GALXY","13.308","-10.234","VIR","14.0","22.23","0.8","0.56","","NGC 5069"
"NGC 5068","NGC","GALXY","13.315","-21.039","VIR","10.06","23.65","7.48","6.7","","ESO 576-29"
"NGC 5069","NGC","GALXY","13.308","-10.234","VIR","14.4","","0.7","0.5","","NGC 5066"
"NGC 5070","NGC","GALXY","13.32","-12.54","VIR","15.0","23.55","1.17","0.98","","NGC 5072"
"NGC 5071","NGC","GALXY","13.31","7.936","VIR","15.5","23.71","0.77","0.57","","ZwG 44. 62"
"NGC 5072","NGC","GALXY","13.32","-12.54","VIR","14.0","","1","0.7","","NGC 5070"
"NGC 5073","NGC","GALXY","13.322","-14.845","VIR","13.0","23.62","3.78","0.56","","MCG - 2-34- 25"
"NGC 5074","NGC","GALXY","13.307","31.469","CVN","14.03","22.23","0.82","0.41","","MCG 5-31-172"
"NGC 5075","NGC","GALXY","13.318","7.831","VIR","15.1","23.97","1.02","0.76","","ZwG 44. 65"
"NGC 5076","NGC","GALXY","13.325","-12.741","VIR","13.0","23.25","1.35","0.97","","MCG - 2-34- 26"
"NGC 5077","NGC","GALXY","13.325","-12.657","VIR","11.65","23.3","2.65","2.07","","MCG - 2-34- 27"
"NGC 5078","NGC","GALXY","13.331","-27.41","HYA","10.64","22.26","2.56","0.62","","ESO 508-48"
"NGC 5079","NGC","GALXY","13.327","-12.699","VIR","12.0","22.15","1.38","0.89","","MCG - 2-34- 30"
"NGC 5080","NGC","GALXY","13.322","8.429","VIR","14.6","23.58","1.31","1.17","","MCG 2-34- 7"
"NGC 5081","NGC","GALXY","13.319","28.507","COM","13.13","23.64","1.9","0.73","","UGC 8366"
"NGC 5082","NGC","GALXY","13.344","-43.7","CEN","12.8","23.67","1.73","1.04","","ESO 269-89"
"NGC 5083","NGC","GALXY","13.318","39.589","CVN","14.2","23.68","1.09","0.83","","UGC 8367"
"NGC 5084","NGC","GALXY","13.338","-21.828","VIR","10.49","25.22","9.93","2.46","","ESO 576-33"
"NGC 5085","NGC","GALXY","13.338","-24.44","HYA","12.6","25.07","4.06","3.26","","ESO 508-50"
"NGC 5087","NGC","GALXY","13.34","-20.611","VIR","11.13","23.35","2.99","2.52","","ESO 576-35"
"NGC 5088","NGC","GALXY","13.339","-12.572","VIR","12.4","22.43","1.86","0.51","","MCG - 2-34- 34"
"NGC 5089","NGC","GALXY","13.328","30.257","COM","13.0","22.77","0.95","0.65","","UGC 8371"
"NGC 5090","NGC","GALXY","13.354","-43.705","CEN","11.28","24.15","3.51","2.76","","ESO 270- 2"
"NGC 5090A","NGC","GALXY","13.323","-43.649","CEN","13.0","24.5","1.91","0.73","","ESO 269-84"
"NGC 5090B","NGC","GALXY","13.338","-43.865","CEN","13.2","23.97","2.39","0.85","","ESO 269-88"
"NGC 5091","NGC","GALXY","13.355","-43.72","CEN","13.35","23.82","2.15","1.33","","ESO 270- 4"
"NGC 5092","NGC","GALXY","13.331","23.0","COM","13.3","23.22","1.01","0.96","","UGC 8376"
"NGC 5093","NGC","GALXY","13.327","40.386","CVN","13.7","23.13","1.14","0.53","","UGC 8373"
"NGC 5094","NGC","GALXY","13.346","-14.081","VIR","14.0","24.03","1.52","1.13","","MCG - 2-34- 37"
"NGC 5095","NGC","GALXY","13.344","-2.289","VIR","13.7","23.62","1.29","0.41","","UGC 8381"
"NGC 5096","NGC","GALCL","13.336","33.089","CVN","15.1","","0.9","0.7","","MCG 6-29- 76"
"NGC 5096 NED01","NGC","GALXY","13.336","33.088","CVN","","23.64","0.87","0.71","",""
"NGC 5096 NED02","NGC","GALXY","13.336","33.091","CVN","","24.3","0.66","0.49","",""
"NGC 5096 NED03","NGC","GALXY","13.336","33.09","CVN","","24.51","0.65","0.48","",""
"NGC 5097","NGC","GALXY","13.35","-12.471","VIR","15.0","23.14","0.54","0.39","","2SZ 37"
"NGC 5098","NGC","GALCL","13.338","33.144","CVN","","","1.6","1.6","",""
"NGC 5098 NED01","NGC","GALXY","13.338","33.145","CVN","","23.58","0.79","0.65","",""
"NGC 5098 NED02","NGC","GALXY","13.337","33.143","CVN","","23.78","1.1","0.98","",""
"NGC 5098A","NGC","GALXY","13.337","33.15","CVN","14.6","","0.8","0.8","","MCG 6-29- 77"
"NGC 5098B","NGC","GALXY","13.338","33.15","CVN","14.8","","0.7","0.7","","MCG 6-29- 78"
"NGC 5099","NGC","GALXY","13.355","-13.042","VIR","14.7","23.41","0.69","0.59","","NPM 1G -12 449"
"NGC 5100","NGC","GALCL","13.35","8.982","VIR","15.1","","1.4","0.5","","NGC 5106-1"
"NGC 5100 NED01","NGC","GALXY","13.349","8.985","VIR","","23.97","0.66","0.42","",""
"NGC 5100 NED02","NGC","GALXY","13.35","8.978","VIR","15.1","23.24","0.94","0.67","","NGC 5106, NGC 5100 NED 02, NGC 5100-1"
"NGC 5101","NGC","GALXY","13.363","-27.431","HYA","10.46","24.15","5.9","5.52","","ESO 508-58"
"NGC 5102","NGC","GALXY","13.366","-36.63","CEN","9.88","23.87","9.71","3.71","","ESO 382-50"
"NGC 5103","NGC","GALXY","13.342","43.084","CVN","12.6","23.16","1.59","0.98","","UGC 8388"
"NGC 5104","NGC","GALXY","13.356","0.342","VIR","13.7","23.11","1.2","0.46","","UGC 8391"
"NGC 5105","NGC","GALXY","13.364","-13.207","VIR","11.81","22.69","1.93","1.37","","MCG - 2-34- 39"
"NGC 5106","NGC","GALXY","13.35","8.978","VIR","15.1","23.24","0.94","0.67","","NGC 5100 NED 02, NGC 5100-1, NGC 5100 NED02"
"NGC 5107","NGC","GALXY","13.357","38.538","CVN","13.2","22.75","1.71","0.51","","UGC 8396"
"NGC 5108","NGC","GALXY","13.389","-32.342","CEN","14.1","23.38","1.32","0.37","","ESO 444-20"
"NGC 5109","NGC","GALXY","13.348","57.645","UMA","12.8","22.18","1.6","0.43","","NGC 5113"
"NGC 5110","NGC","GALXY","13.382","-12.965","VIR","14.3","24.29","2.63","2.1","","NGC 5111"
"NGC 5111","NGC","GALXY","13.382","-12.965","VIR","13.0","","2","1.7","","NGC 5110"
"NGC 5112","NGC","GALXY","13.366","38.735","CVN","12.17","23.34","2.99","1.83","","UGC 8403"
"NGC 5113","NGC","GALXY","13.348","57.645","UMA","15.2","","1.7","0.5","","NGC 5109"
"NGC 5114","NGC","GALXY","13.4","-32.344","CEN","12.4","23.65","1.81","1.12","","ESO 444-24"
"NGC 5115","NGC","GALXY","13.383","13.951","VIR","13.6","23.38","1.14","0.63","","UGC 8408"
"NGC 5116","NGC","GALXY","13.382","26.981","COM","12.7","22.78","1.95","0.67","","UGC 8410"
"NGC 5117","NGC","GALXY","13.382","28.316","CVN","13.2","23.5","1.54","0.76","","UGC 8411"
"NGC 5118","NGC","GALXY","13.391","6.393","VIR","13.7","22.99","0.95","0.82","","IC 4236"
"NGC 5119","NGC","GALXY","13.4","-12.276","VIR","14.0","23.8","1.49","0.41","","MCG - 2-34- 42"
"NGC 5120","NGC","OPNCL","13.428","-63.458","CEN","10.8","","3","3","","OCL 899"
"NGC 5121","NGC","GALXY","13.413","-37.682","CEN","11.62","22.79","2.16","1.67","","ESO 382-57"
"NGC 5121A","NGC","GALXY","13.426","-37.379","CEN","15.1","23.92","1.21","0.38","","ESO 382-61"
"NGC 5122","NGC","GALXY","13.404","-10.654","VIR","14.0","23.3","1.15","1.0","","MCG - 2-34- 43"
"NGC 5123","NGC","GALXY","13.386","43.086","CVN","12.8","22.62","1.18","1.05","","UGC 8415"
"NGC 5124","NGC","GALXY","13.414","-30.308","CEN","12.08","23.83","2.48","0.8","","IC 4233"
"NGC 5125","NGC","GALXY","13.4","9.71","VIR","12.4","23.38","1.77","1.37","","UGC 8421"
"NGC 5126","NGC","GALXY","13.415","-30.334","CEN","13.1","24.03","1.86","0.64","","ESO 444-28"
"NGC 5127","NGC","GALXY","13.396","31.566","CVN","11.9","24.07","2.18","1.58","","UGC 8419"
"NGC 5128","NGC","GALXY","13.424","-43.019","CEN","7.22","23.59","25.88","19.77","Centaurus A, Hamburger Galaxy","Dunlop 482, C 77"
"NGC 5129","NGC","GALXY","13.403","13.977","VIR","12.11","22.98","1.65","1.29","","UGC 8423"
"NGC 5130","NGC","GALXY","13.408","-10.21","VIR","14.0","23.28","1.11","0.82","","MCG - 2-34- 44"
"NGC 5131","NGC","GALXY","13.399","30.988","CVN","13.5","21.43","0.45","0.39","","UGC 8422"
"NGC 5132","NGC","GALXY","13.408","14.093","VIR","12.9","23.51","1.31","0.88","","UGC 8428"
"NGC 5133","NGC","GALXY","13.415","-4.082","VIR","15.0","23.59","1.1","0.65","","MCG - 1-34- 15"
"NGC 5134","NGC","GALXY","13.422","-21.134","VIR","11.77","22.95","2.7","1.53","","ESO 576-52"
"NGC 5135","NGC","GALXY","13.429","-29.834","HYA","12.59","23.41","2.4","2.2","","ESO 444-32"
"NGC 5136","NGC","GALXY","13.414","13.738","VIR","14.7","23.91","1.31","1.17","","IC 888, MCG 2-34- 15"
"NGC 5137","NGC","GALXY","13.415","14.077","VIR","15.6","23.87","0.77","0.55","","ZwG 72. 71"
"NGC 5138","NGC","OPNCL","13.454","-59.041","CEN","5.33","","4.2","4.2","","OCL 902"
"NGC 5139","NGC","GLOCL","13.446","-47.477","CEN","5.33","","36.0","27.0","Omega Centauri","Omega Centauri, C 80"
"NGC 5140","NGC","GALXY","13.439","-33.868","CEN","12.97","23.46","2.36","1.98","","ESO 382-65"
"NGC 5141","NGC","GALXY","13.414","36.379","CVN","12.8","23.52","1.59","1.1","","UGC 8433"
"NGC 5142","NGC","GALXY","13.417","36.399","CVN","13.25","23.29","1.18","1.04","","UGC 8435"
"NGC 5143","NGC","GALXY","13.417","36.437","CVN","15.5","23.0","0.53","0.34","","MCG 6-30- 5"
"NGC 5144","NGC","GALCL","13.382","70.512","UMI","","","1.1","1.1","",""
"NGC 5144 NED01","NGC","GALXY","13.382","70.51","UMI","","","0.89","0.4","",""
"NGC 5144 NED02","NGC","GALXY","13.382","70.515","UMI","13.15","22.05","1.0","0.81","",""
"NGC 5144A","NGC","GALXY","13.382","70.517","UMI","13.1","13","1.2","0.8","","UGC 8420, NGC 5144B"
"NGC 5144B","NGC","GALXY","13.382","70.517","UMI","16.0","","0.2","0.2","","UGC 8420, NGC 5144A"
"NGC 5145","NGC","GALXY","13.421","43.267","CVN","12.3","23.7","1.97","1.45","","UGC 8439"
"NGC 5146","NGC","GALXY","13.444","-12.324","VIR","14.0","24.35","2.16","1.39","","MCG - 2-34- 49"
"NGC 5147","NGC","GALXY","13.439","2.101","VIR","12.13","21.78","1.47","1.36","","UGC 8443"
"NGC 5148","NGC","GALXY","13.444","2.314","VIR","14.2","23.26","0.66","0.6","","MCG 1-34- 21"
"NGC 5149","NGC","GALXY","13.436","35.934","CVN","12.9","23.15","1.62","0.95","","UGC 8444"
"NGC 5150","NGC","GALXY","13.46","-29.562","HYA","12.6","22.66","1.4","1.03","","ESO 444-43"
"NGC 5151","NGC","GALXY","13.445","16.874","COM","14.9","23.29","0.91","0.82","","MCG 3-34- 32"
"NGC 5152","NGC","GALXY","13.464","-29.619","HYA","12.5","23.45","2.03","1.04","","ESO 444-44"
"NGC 5153","NGC","GALXY","13.465","-29.618","HYA","11.92","23.71","2.44","1.89","","ESO 444-45"
"NGC 5154","NGC","GALXY","13.441","36.01","CVN","13.8","23.94","1.35","1.26","","UGC 8447"
"NGC 5155","NGC","Stars","13.476","-63.509","CEN","","","9.3","9.3","(Asterism)","ESO 96-SC 13"
"NGC 5156","NGC","GALXY","13.479","-48.917","CEN","11.86","23.12","2.54","2.08","","ESO 220-13"
"NGC 5157","NGC","GALXY","13.455","32.031","CVN","13.3","23.28","1.32","1.11","","UGC 8455"
"NGC 5158","NGC","GALXY","13.463","17.779","COM","12.8","22.59","0.98","0.93","","UGC 8459"
"NGC 5159","NGC","GALXY","13.471","2.983","VIR","14.2","23.41","1.24","0.35","","UGC 8460"
"NGC 5161","NGC","GALXY","13.487","-33.174","CEN","11.52","23.43","5.36","1.62","","ESO 383- 4"
"NGC 5162","NGC","GALXY","13.491","11.008","VIR","14.1","24.3","2.96","1.6","","NGC 5174"
"NGC 5163","NGC","GALXY","13.448","52.754","UMA","13.6","23.81","1.13","0.72","","UGC 8453"
"NGC 5164","NGC","GALXY","13.453","55.487","UMA","13.7","23.11","0.99","0.9","","UGC 8458"
"NGC 5165","NGC","GALXY","13.478","11.387","VIR","14.6","24.33","1.64","0.91","","MCG 2-34- 16"
"NGC 5166","NGC","GALXY","13.471","32.032","CVN","14.3","23.54","2.13","0.37","","NGC 5166A"
"NGC 5166A","NGC","GALXY","13.472","32.033","CVN","14.3","","2.3","0.4","","NGC 5166"
"NGC 5166B","NGC","GALXY","13.477","32.067","CVN","15.5","","0.5","0.3","","MCG 5-32- 27"
"NGC 5167","NGC","GALXY","13.478","12.711","VIR","14.7","23.4","1.0","0.96","","MCG 2-34- 17"
"NGC 5168","NGC","OPNCL","13.518","-60.939","CEN","9.1","","4.2","4.2","","OCL 905"
"NGC 5169","NGC","GALXY","13.469","46.672","CVN","13.5","23.64","1.51","0.6","","UGC 8465"
"NGC 5170","NGC","GALXY","13.497","-17.966","VIR","11.23","23.95","7.96","1.41","","MCG - 3-34- 84"
"NGC 5171","NGC","GALXY","13.489","11.735","VIR","12.8","22.61","1.07","0.78","","UGC 8476"
"NGC 5172","NGC","GALXY","13.489","17.052","COM","11.96","22.84","2.38","1.34","","UGC 8477"
"NGC 5173","NGC","GALXY","13.474","46.592","CVN","12.1","22.47","1.1","1.04","","UGC 8468"
"NGC 5174","NGC","GALXY","13.491","11.008","VIR","13.7","","3.2","1.7","","NGC 5162"
"NGC 5176","NGC","GALXY","13.49","11.781","VIR","15.4","22.14","0.38","0.38","","MCG 2-34- 21"
"NGC 5177","NGC","GALXY","13.49","11.797","VIR","15.5","23.17","0.86","0.23","","MCG 2-34- 19"
"NGC 5178","NGC","GALXY","13.491","11.625","VIR","13.8","23.49","1.03","0.66","","UGC 8478"
"NGC 5179","NGC","GALXY","13.492","11.746","VIR","14.9","23.62","1.1","0.73","","MCG 2-34- 23"
"NGC 5180","NGC","GALXY","13.491","16.826","COM","13.0","23.19","1.25","0.89","","UGC 8479"
"NGC 5181","NGC","GALXY","13.495","13.304","VIR","14.7","23.42","1.04","0.9","","MCG 2-34- 24"
"NGC 5182","NGC","GALXY","13.511","-28.15","HYA","12.56","23.45","2.06","1.6","","ESO 444-62"
"NGC 5183","NGC","GALXY","13.502","-1.721","VIR","12.7","23.03","1.72","0.6","","UGC 8485"
"NGC 5184","NGC","GALXY","13.503","-1.663","VIR","12.6","22.92","1.57","0.94","","UGC 8487"
"NGC 5185","NGC","GALXY","13.501","13.416","VIR","13.3","24.02","2.0","0.74","","UGC 8488"
"NGC 5186","NGC","GALXY","13.501","12.175","VIR","15.6","23.6","0.73","0.49","","ZwG 72.103"
"NGC 5187","NGC","GALXY","13.497","31.13","CVN","13.4","22.71","0.81","0.54","","MCG 5-32- 29"
"NGC 5188","NGC","GALXY","13.525","-34.794","CEN","12.04","24.07","3.41","2.41","","MCG - 6-30- 7"
"NGC 5189","NGC","PLNNB","13.559","-65.974","MUS","10.3","11.4","2.33","2.33","Spiral Planetary Nebula","IC 4274, PK 307-3.1"
"NGC 5190","NGC","GALXY","13.511","18.135","COM","13.14","22.59","0.97","0.76","","UGC 8500"
"NGC 5191","NGC","GALXY","13.513","11.201","VIR","14.9","23.49","1.03","0.67","","MCG 2-34- 26"
"NGC 5192","NGC","GALXY","13.514","-1.779","VIR","14.6","22.74","0.61","0.3","","ZwG 17. 1"
"NGC 5193","NGC","GALXY","13.532","-33.234","CEN","11.73","23.03","2.07","1.89","","ESO 383-15"
"NGC 5193A","NGC","GALXY","13.53","-33.239","CEN","14.0","23.68","1.49","0.53","","ESO 383-14"
"NGC 5194","NGC","GALXY","13.498","47.195","CVN","8.36","22.9","13.71","11.67","Whirlpool Galaxy, Rosse's Nebula (Galaxy), Question Mark","M 51"
"NGC 5195","NGC","GALXY","13.5","47.266","CVN","9.58","22.84","5.5","4.36","","UGC 8494"
"NGC 5196","NGC","GALXY","13.522","-1.615","VIR","14.0","23.57","0.87","0.8","","ZwG 17. 2"
"NGC 5197","NGC","GALXY","13.524","-1.693","VIR","15.4","24.15","0.86","0.19","","ZwG 17. 3"
"NGC 5198","NGC","GALXY","13.503","46.671","CVN","11.78","23.1","2.03","1.68","","UGC 8499"
"NGC 5199","NGC","GALXY","13.512","34.831","CVN","15.1","23.96","1.27","0.91","","UGC 8504"
"NGC 5201","NGC","GALXY","13.488","53.082","UMA","13.1","23.61","1.58","0.99","","UGC 8480"
"NGC 5202","NGC","GALXY","13.533","-1.699","VIR","14.5","23.0","0.67","0.29","","ZwG 17. 10"
"NGC 5203","NGC","GALXY","13.537","-8.786","VIR","14.0","23.97","1.66","1.05","","MCG - 1-35- 1"
"NGC 5204","NGC","GALXY","13.493","58.419","UMA","11.32","23.32","4.5","2.82","","UGC 8490"
"NGC 5205","NGC","GALXY","13.501","62.512","UMA","12.77","22.89","1.58","0.94","","UGC 8501"
"NGC 5206","NGC","GALXY","13.562","-48.151","CEN","10.49","23.77","4.26","2.81","","ESO 220-18"
"NGC 5207","NGC","GALXY","13.537","13.892","VIR","13.2","23.76","1.75","0.88","","UGC 8518"
"NGC 5208","NGC","GALXY","13.541","7.316","VIR","13.1","24.01","1.69","0.6","","UGC 8519"
"NGC 5209","NGC","GALXY","13.545","7.327","VIR","13.0","23.83","1.25","0.88","","UGC 8522"
"NGC 5210","NGC","GALXY","13.547","7.17","VIR","12.9","23.55","1.51","1.25","","UGC 8523"
"NGC 5211","NGC","GALXY","13.551","-1.036","VIR","13.1","23.77","2.0","1.55","","UGC 8530"
"NGC 5212","NGC","GALXY","13.549","7.288","VIR","","23.21","0.51","0.47","",""
"NGC 5213","NGC","GALCL","13.578","4.133","VIR","13.7","23.18","0.93","0.71","","UGC 8552"
"NGC 5214","NGC","GALXY","13.547","41.872","CVN","13.67","22.99","1.04","0.83","","UGC 8531"
"NGC 5215","NGC","GALCL","13.586","-33.484","CEN","12.9","12.8","2.2","0.5","","ESO 383-29"
"NGC 5215A","NGC","GALXY","13.585","-33.481","CEN","","21.94","1.57","0.35","",""
"NGC 5215B","NGC","GALXY","13.586","-33.483","CEN","","23.15","1.24","0.88","",""
"NGC 5216","NGC","GALXY","13.535","62.701","UMA","16.14","23.7","1.69","1.1","Keenan's System","UGC 8528"
"NGC 5216A","NGC","GALXY","13.578","62.0","UMA","14.0","","1.2","0.3","","UGC 8571"
"NGC 5217","NGC","GALXY","13.568","17.857","COM","12.6","23.76","1.56","0.53","","UGC 8546"
"NGC 5218","NGC","GALXY","13.536","62.768","UMA","12.32","22.86","1.84","1.21","","UGC 8529"
"NGC 5219","NGC","GALXY","13.645","-45.856","CEN","13.3","","1.7","0.6","","NGC 5244"
"NGC 5220","NGC","GALXY","13.599","-33.454","CEN","12.2","24.09","2.62","1.21","","ESO 383-36"
"NGC 5221","NGC","GALXY","13.582","13.832","VIR","13.0","23.6","1.56","0.77","","UGC 8559"
"NGC 5222","NGC","GALCL","13.582","13.743","VIR","14.1","","1.2","1","","UGC 8558"
"NGC 5222 NED01","NGC","GALXY","13.582","13.742","VIR","","23.75","1.51","1.0","",""
"NGC 5222 NED02","NGC","GALXY","13.583","13.744","VIR","","23.87","0.93","0.59","",""
"NGC 5223","NGC","GALXY","13.574","34.69","CVN","13.0","24.58","2.14","1.42","","UGC 8553"
"NGC 5224","NGC","GALXY","13.586","6.481","VIR","15.0","23.5","0.87","0.76","","MCG 1-35- 9"
"NGC 5225","NGC","GALXY","13.556","51.49","CVN","13.5","22.56","0.73","0.73","","UGC 8540"
"NGC 5226","NGC","GALXY","13.584","13.922","VIR","16.4","23.82","0.5","0.26","",""
"NGC 5227","NGC","GALXY","13.59","1.411","VIR","13.21","23.38","1.51","1.29","","UGC 8566"
"NGC 5228","NGC","GALXY","13.576","34.778","CVN","13.3","23.31","1.15","0.98","","UGC 8556"
"NGC 5229","NGC","GALXY","13.567","47.915","CVN","13.85","23.91","2.28","0.63","","UGC 8550"
"NGC 5230","NGC","GALXY","13.592","13.676","VIR","12.1","22.84","1.55","1.48","","UGC 8573"
"NGC 5231","NGC","GALXY","13.597","2.999","VIR","16.15","23.14","1.15","0.76","","UGC 8574"
"NGC 5232","NGC","GALXY","13.602","-8.498","VIR","13.0","23.27","1.72","1.34","","MCG - 1-35- 3"
"NGC 5233","NGC","GALXY","13.587","34.677","CVN","13.9","23.61","1.46","0.76","","UGC 8568"
"NGC 5234","NGC","GALXY","13.625","-49.837","CEN","13.0","23.57","1.51","0.87","","ESO 220-24"
"NGC 5235","NGC","GALXY","13.6","6.585","VIR","14.9","23.78","1.31","0.57","","UGC 8582"
"NGC 5236","NGC","GALXY","13.617","-29.865","HYA","7.21","22.2","13.61","13.21","Southern Pinwheel Galaxy","M 83"
"NGC 5237","NGC","GALXY","13.628","-42.847","CEN","12.49","23.8","2.34","1.57","","ESO 270-22"
"NGC 5238","NGC","GALXY","13.578","51.614","CVN","13.4","23.68","1.75","1.44","","UGC 8565"
"NGC 5239","NGC","GALXY","13.607","7.37","BOO","12.8","24.39","1.8","1.75","","UGC 8589"
"NGC 5240","NGC","GALXY","13.599","35.588","CVN","13.1","23.57","1.83","1.26","","UGC 8587"
"NGC 5241","NGC","GALXY","13.611","-8.402","VIR","15.0","22.16","1.05","0.46","","MCG - 1-35- 6"
"NGC 5243","NGC","GALXY","13.604","38.344","CVN","13.1","22.5","1.01","0.45","","UGC 8592"
"NGC 5244","NGC","GALXY","13.645","-45.856","CEN","13.3","23.52","2.22","1.49","","NGC 5219"
"NGC 5245","NGC","GALXY","13.623","3.897","VIR","15.0","23.05","0.56","0.21","","ZwG 45. 48"
"NGC 5246","NGC","GALXY","13.625","4.104","VIR","13.6","22.93","0.85","0.65","","UGC 8612"
"NGC 5247","NGC","GALXY","13.634","-17.884","VIR","10.41","22.95","5.32","4.26","","ESO 577-14"
"NGC 5248","NGC","GALXY","13.626","8.885","BOO","9.97","22.25","4.07","2.38","","UGC 8616, C 45"
"NGC 5249","NGC","GALXY","13.627","15.972","BOO","13.97","23.83","1.49","0.93","","UGC 8618"
"NGC 5250","NGC","GALXY","13.602","51.236","UMA","13.0","22.42","0.93","0.85","","UGC 8594"
"NGC 5251","NGC","GALXY","13.624","27.419","BOO","13.8","23.14","0.9","0.76","","MCG 5-32- 44"
"NGC 5252","NGC","GALXY","13.638","4.543","VIR","14.21","23.56","1.29","0.75","","UGC 8622"
"NGC 5253","NGC","GALXY","13.666","-31.64","CEN","10.28","22.28","5.01","2.12","","ESO 445- 4"
"NGC 5254","NGC","GALXY","13.661","-11.494","VIR","12.16","23.34","3.35","1.44","","MCG - 2-35- 12"
"NGC 5255","NGC","GALXY","13.622","57.109","UMA","15.3","24.14","1.41","0.4","","MCG 10-19- 98"
"NGC 5256","NGC","GALCL","13.638","48.277","UMA","13.42","13.3","0.95","0.83","","UGC 8632"
"NGC 5256 NED01","NGC","GALXY","13.638","48.276","UMA","13.42","21.59","0.22","0.19","",""
"NGC 5256 NED02","NGC","GALXY","13.638","48.278","UMA","","23.52","1.48","1.29","",""
"NGC 5257","NGC","GALXY","13.665","0.84","VIR","13.04","22.78","1.48","0.77","","UGC 8641"
"NGC 5258","NGC","GALXY","13.666","0.831","VIR","13.04","23.32","1.48","1.24","","UGC 8645"
"NGC 5259","NGC","GALCL","13.657","30.991","CVN","15.2","","1.0","0.7","","MCG 5-32- 52"
"NGC 5259 NED01","NGC","GALXY","13.656","30.992","CVN","","24.86","0.83","0.55","",""
"NGC 5259 NED02","NGC","GALXY","13.657","30.991","CVN","","23.73","0.87","0.69","",""
"NGC 5260","NGC","GALXY","13.672","-23.858","HYA","12.9","23.37","1.64","1.6","","ESO 509-92"
"NGC 5261","NGC","GALXY","13.671","5.076","VIR","15.3","23.27","0.86","0.45","","ZwG 45. 67"
"NGC 5262","NGC","GALXY","13.594","75.039","UMI","13.65","24.19","1.22","0.69","","UGC 8606"
"NGC 5263","NGC","GALXY","13.665","28.401","CVN","13.3","22.51","1.14","0.39","","UGC 8648"
"NGC 5264","NGC","GALXY","13.694","-29.913","HYA","11.98","23.42","2.97","2.2","","ESO 445-12"
"NGC 5265","NGC","GALXY","13.669","36.861","CVN","14.9","23.14","0.95","0.85","","MCG 6-30- 68"
"NGC 5266","NGC","GALXY","13.717","-48.169","CEN","10.77","23.11","2.92","2.09","","ESO 220-33"
"NGC 5266A","NGC","GALXY","13.677","-48.342","CEN","13.82","23.0","1.91","1.69","","ESO 220-30"
"NGC 5267","NGC","GALXY","13.678","38.794","CVN","13.5","23.06","1.53","0.55","","UGC 8655"
"NGC 5269","NGC","OPNCL","13.746","-62.913","CEN","","","4.8","4.8","","ESO 97-SC 4"
"NGC 5270","NGC","GALXY","13.703","4.263","VIR","13.5","23.43","1.0","0.76","","UGC 8673"
"NGC 5271","NGC","GALXY","13.695","30.125","CVN","14.0","23.42","0.84","0.67","","MCG 5-32- 65"
"NGC 5272","NGC","GLOCL","13.703","28.375","CVN","6.39","11","16.2","16.2","","M 3"
"NGC 5273","NGC","GALXY","13.702","35.654","CVN","12.16","23.07","2.31","1.52","","IC 895, UGC 8675"
"NGC 5274","NGC","GALXY","13.706","29.848","CVN","15.7","23.16","0.6","0.54","","MCG 5-32- 66"
